first,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,last,trans,trans_id,trans_extract,count,cohort
NA,15,15,15,15,15,15,15,3,3,3,3,3,3,15 15 15 15 15 15 15 3 3 3 3 3 3,43,15 15 15 15 15 15 15 ,7,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,3,15 15 15 15 15 15 15 15 15 15 15 15 3,4,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,48,NA,48,48,15 15 15 15 15 15 15 15 15 48 NA 48 48,28,15 15 15 15 15 15 15 15 15 ,9,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,46,46,15 15 15 15 15 15 15 15 15 15 15 46 46,10,15 15 15 15 15 15 15 15 15 15 15 ,11,17-Jul
NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,15 15 15 NA NA NA NA NA NA NA NA NA 46,131,15 15 15 ,3,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,NA,15 15 15 15 15 15 15 15 15 15 15 15 NA,7,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,3,3,3,3,3,3,3,3,3,15 15 15 15 3 3 3 3 3 3 3 3 3,95,15 15 15 15 ,4,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 NA NA NA NA NA NA NA NA NA NA NA NA,189,15,1,17-Jul
NA,15,15,15,15,15,15,15,46,46,46,46,46,46,15 15 15 15 15 15 15 46 46 46 46 46 46,46,15 15 15 15 15 15 15 ,7,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,48,48,48,15 15 15 15 15 15 15 15 15 15 48 48 48,19,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 NA NA NA NA NA NA NA NA,93,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,3,3,3,3,3,3,3,15 15 15 15 15 15 3 3 3 3 3 3 3,58,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 15 NA NA NA NA NA NA NA,75,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 NA NA NA NA NA NA NA NA NA NA NA,156,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,48,15 15 15 15 15 15 15 15 15 15 15 15 48,6,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,NA,NA,NA,15 15 15 15 15 15 15 15 15 15 NA NA NA,22,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,3,3,3,3,3,15 15 15 15 15 15 15 15 3 3 3 3 3,32,15 15 15 15 15 15 15 15 ,8,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 NA NA NA NA NA NA NA NA NA NA NA,156,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,48,48,48,48,48,48,48,48,48,48,48,15 15 48 48 48 48 48 48 48 48 48 48 48,143,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,48,48,48,48,48,48,48,48,48,48,48,48,15 48 48 48 48 48 48 48 48 48 48 48 48,175,15,1,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
48,15,15,15,15,15,15,48,48,48,3,3,3,3,15 15 15 15 15 15 48 48 48 3 3 3 3,68,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,3,3,3,3,3,3,3,3,15 15 15 15 15 3 3 3 3 3 3 3 3,76,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,15,15,15,3,3,3,3,15 15 15 15 15 15 15 15 15 3 3 3 3,23,15 15 15 15 15 15 15 15 15 ,9,17-Jul
NA,15,15,15,15,15,3,3,3,3,3,3,3,3,15 15 15 15 15 3 3 3 3 3 3 3 3,76,15 15 15 15 15 ,5,17-Jul
48,15,15,15,15,15,15,15,15,15,15,15,3,3,15 15 15 15 15 15 15 15 15 15 15 3 3,8,15 15 15 15 15 15 15 15 15 15 15 ,11,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 15 NA NA NA NA NA NA NA,75,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 NA NA NA NA NA NA NA NA,93,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,3,3,3,3,3,3,3,3,3,3,3,15 15 3 3 3 3 3 3 3 3 3 3 3,134,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,3,3,3,15 15 15 15 15 15 15 15 15 15 3 3 3,13,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 NA NA NA NA NA NA NA NA NA NA NA,156,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,3,3,3,15 15 15 15 15 15 15 15 15 15 3 3 3,13,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 NA NA NA NA NA NA NA NA,93,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
48,15,15,15,15,15,15,15,3,3,3,3,3,3,15 15 15 15 15 15 15 3 3 3 3 3 3,43,15 15 15 15 15 15 15 ,7,17-Jul
49,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,3,3,3,3,3,3,3,3,3,3,15 15 15 3 3 3 3 3 3 3 3 3 3,114,15 15 15 ,3,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,3,3,3,3,3,3,3,3,3,3,3,3,15 3 3 3 3 3 3 3 3 3 3 3 3,158,15,1,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,NA,NA,15 15 15 15 15 15 15 15 15 15 15 NA NA,12,15 15 15 15 15 15 15 15 15 15 15 ,11,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,3,15 15 15 15 15 15 15 15 15 15 15 15 3,4,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 NA NA NA NA NA NA NA NA NA NA,132,15 15 15 ,3,17-Jul
NA,15,3,3,3,3,3,3,3,3,3,3,3,3,15 3 3 3 3 3 3 3 3 3 3 3 3,158,15,1,17-Jul
NA,15,15,48,48,48,48,15,15,15,15,15,15,15,15 15 48 48 48 48 15 15 15 15 15 15 15,142,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
3,15,3,3,3,3,3,3,3,3,3,3,3,3,15 3 3 3 3 3 3 3 3 3 3 3 3,158,15,1,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
48,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,3,3,3,3,3,3,3,3,15 15 15 15 15 3 3 3 3 3 3 3 3,76,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,46,46,46,NA,NA,15 15 15 15 15 15 15 15 46 46 46 NA NA,35,15 15 15 15 15 15 15 15 ,8,17-Jul
NA,15,15,15,15,15,15,3,3,3,3,3,3,3,15 15 15 15 15 15 3 3 3 3 3 3 3,58,15 15 15 15 15 15 ,6,17-Jul
3,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,3,15 15 15 15 15 15 15 15 15 15 15 15 3,4,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 15 15 NA NA NA NA NA NA NA,75,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,3,15 15 15 15 15 15 15 15 15 15 15 15 3,4,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,3,3,3,3,3,3,3,3,3,15 15 15 15 3 3 3 3 3 3 3 3 3,95,15 15 15 15 ,4,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,48,48,48,48,48,48,48,15 15 15 15 15 15 48 48 48 48 48 48 48,70,15 15 15 15 15 15 ,6,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 NA NA NA NA NA NA NA NA NA,111,15 15 15 15 ,4,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,3,3,3,15 15 15 15 15 15 15 15 15 15 3 3 3,13,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,3,3,3,3,3,NA,NA,NA,NA,15 15 15 15 3 3 3 3 3 NA NA NA NA,98,15 15 15 15 ,4,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,3,3,3,3,3,3,3,3,3,15 15 15 15 3 3 3 3 3 3 3 3 3,95,15 15 15 15 ,4,17-Jul
NA,15,15,3,3,3,3,3,3,3,3,3,3,3,15 15 3 3 3 3 3 3 3 3 3 3 3,134,15 15 ,2,17-Jul
NA,15,15,3,3,3,3,3,3,3,3,3,3,3,15 15 3 3 3 3 3 3 3 3 3 3 3,134,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,3,3,3,15 15 15 15 15 15 15 15 15 15 3 3 3,13,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 15 15 NA NA NA NA NA NA NA NA NA NA,132,15 15 15 ,3,17-Jul
NA,15,3,3,3,3,3,3,3,3,3,3,3,3,15 3 3 3 3 3 3 3 3 3 3 3 3,158,15,1,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,48,48,15 15 15 15 15 15 15 15 15 15 15 48 48,11,15 15 15 15 15 15 15 15 15 15 15 ,11,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,3,3,3,3,3,3,3,3,3,3,3,15 15 3 3 3 3 3 3 3 3 3 3 3,134,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
48,15,15,15,3,3,3,3,3,3,3,3,3,3,15 15 15 3 3 3 3 3 3 3 3 3 3,114,15 15 15 ,3,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,NA,15 15 15 15 15 15 15 15 15 15 15 15 NA,7,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,3,3,3,15 15 15 15 15 15 15 15 15 15 3 3 3,13,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,3,3,15 15 15 15 15 15 15 15 15 15 15 3 3,8,15 15 15 15 15 15 15 15 15 15 15 ,11,17-Jul
48,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,48,48,48,48,48,48,48,48,48,48,48,48,15 48 48 48 48 48 48 48 48 48 48 48 48,175,15,1,17-Jul
94,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
48,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,NA,15 15 15 15 15 15 15 15 15 15 15 15 NA,7,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,3,3,3,3,3,3,3,3,3,3,3,3,15 3 3 3 3 3 3 3 3 3 3 3 3,158,15,1,17-Jul
NA,15,15,NA,48,48,48,48,48,48,48,48,48,48,15 15 NA 48 48 48 48 48 48 48 48 48 48,150,15 15 ,2,17-Jul
NA,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,15 15 15 15 15 15 15 NA NA NA NA NA NA,56,15 15 15 15 15 15 15 ,7,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,3,15 15 15 15 15 15 15 15 15 15 15 15 3,4,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,3,3,NA,NA,NA,NA,NA,NA,NA,15 15 15 15 3 3 NA NA NA NA NA NA NA,99,15 15 15 15 ,4,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,NA,NA,NA,15 15 15 15 15 15 15 15 15 15 NA NA NA,22,15 15 15 15 15 15 15 15 15 15 ,10,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,15,15,15,15,3,3,3,3,3,3,3,3,15 15 15 15 15 3 3 3 3 3 3 3 3,76,15 15 15 15 15 ,5,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
NA,15,48,48,48,48,48,48,48,48,48,48,48,48,15 48 48 48 48 48 48 48 48 48 48 48 48,175,15,1,17-Jul
NA,15,15,15,15,15,15,15,15,15,15,15,15,15,15 15 15 15 15 15 15 15 15 15 15 15 15,3,15 15 15 15 15 15 15 15 15 15 15 15 ,12,17-Jul
